IdArticulo,Lista,Motivo
9223,ESPECIAL,Producto no encontrado
9224,ESPECIAL,Producto no encontrado
9231,ESPECIAL,Producto no encontrado
9232,ESPECIAL,Producto no encontrado
9233,ESPECIAL,Producto no encontrado
9251,ESPECIAL,Producto no encontrado
9261,ESPECIAL,Producto no encontrado
9271,ESPECIAL,Producto no encontrado
9311,ESPECIAL,Producto no encontrado
9312,ESPECIAL,Producto no encontrado
9601,ESPECIAL,Producto no encontrado
9602,ESPECIAL,Producto no encontrado
9603,ESPECIAL,Producto no encontrado
9700,ESPECIAL,Producto no encontrado
9701,ESPECIAL,Producto no encontrado
9702,ESPECIAL,Producto no encontrado
9703,ESPECIAL,Producto no encontrado
00001,ESPECIAL,Producto no encontrado
00521,ESPECIAL,Producto no encontrado
00671,ESPECIAL,Producto no encontrado
00800,ESPECIAL,Producto no encontrado
00801,ESPECIAL,Producto no encontrado
01010,ESPECIAL,Producto no encontrado
01011,ESPECIAL,Producto no encontrado
01023,ESPECIAL,Producto no encontrado
01025,ESPECIAL,Producto no encontrado
01026,ESPECIAL,Producto no encontrado
01027,ESPECIAL,Producto no encontrado
01034,ESPECIAL,Producto no encontrado
01035,ESPECIAL,Producto no encontrado
01037,ESPECIAL,Producto no encontrado
01038,ESPECIAL,Producto no encontrado
01042,ESPECIAL,Producto no encontrado
01055,ESPECIAL,Producto no encontrado
01056,ESPECIAL,Producto no encontrado
01057,ESPECIAL,Producto no encontrado
10011,ESPECIAL,Producto no encontrado
15011,ESPECIAL,Producto no encontrado
15012,ESPECIAL,Producto no encontrado
15171,ESPECIAL,Producto no encontrado
15181,ESPECIAL,Producto no encontrado
19661,ESPECIAL,Producto no encontrado
19662,ESPECIAL,Producto no encontrado
33501,ESPECIAL,Producto no encontrado
45401,ESPECIAL,Producto no encontrado
46851,ESPECIAL,Producto no encontrado
46861,ESPECIAL,Producto no encontrado
46881,ESPECIAL,Producto no encontrado
54211,ESPECIAL,Producto no encontrado
78701,ESPECIAL,Producto no encontrado
78702,ESPECIAL,Producto no encontrado
78703,ESPECIAL,Producto no encontrado
78704,ESPECIAL,Producto no encontrado
78705,ESPECIAL,Producto no encontrado
78706,ESPECIAL,Producto no encontrado
78708,ESPECIAL,Producto no encontrado
78709,ESPECIAL,Producto no encontrado
78710,ESPECIAL,Producto no encontrado
78711,ESPECIAL,Producto no encontrado
78712,ESPECIAL,Producto no encontrado
78713,ESPECIAL,Producto no encontrado
78714,ESPECIAL,Producto no encontrado
78715,ESPECIAL,Producto no encontrado
78716,ESPECIAL,Producto no encontrado
78717,ESPECIAL,Producto no encontrado
78718,ESPECIAL,Producto no encontrado
78719,ESPECIAL,Producto no encontrado
78720,ESPECIAL,Producto no encontrado
78721,ESPECIAL,Producto no encontrado
78722,ESPECIAL,Producto no encontrado
78723,ESPECIAL,Producto no encontrado
79801,ESPECIAL,Producto no encontrado
79802,ESPECIAL,Producto no encontrado
82011,ESPECIAL,Producto no encontrado
82021,ESPECIAL,Producto no encontrado
82101,ESPECIAL,Producto no encontrado
82211,ESPECIAL,Producto no encontrado
130006,ESPECIAL,Producto no encontrado
130204,ESPECIAL,Producto no encontrado
130205,ESPECIAL,Producto no encontrado
130206,ESPECIAL,Producto no encontrado
600007,ESPECIAL,Producto no encontrado
,ESPECIAL,Error regla cero: <Fault 2: 'Especifique el producto para el que debe aplicarse esta regla'>
05,ART DE LIMPIEZA,Producto no encontrado
07,ART DE LIMPIEZA,Producto no encontrado
09,ART DE LIMPIEZA,Producto no encontrado
10,ART DE LIMPIEZA,Producto no encontrado
11,ART DE LIMPIEZA,Producto no encontrado
12,ART DE LIMPIEZA,Producto no encontrado
13,ART DE LIMPIEZA,Producto no encontrado
86,ART DE LIMPIEZA,Producto no encontrado
049,ART DE LIMPIEZA,Producto no encontrado
116,ART DE LIMPIEZA,Producto no encontrado
117,ART DE LIMPIEZA,Producto no encontrado
118,ART DE LIMPIEZA,Producto no encontrado
119,ART DE LIMPIEZA,Producto no encontrado
121,ART DE LIMPIEZA,Producto no encontrado
122,ART DE LIMPIEZA,Producto no encontrado
123,ART DE LIMPIEZA,Producto no encontrado
124,ART DE LIMPIEZA,Producto no encontrado
126,ART DE LIMPIEZA,Producto no encontrado
271,ART DE LIMPIEZA,Producto no encontrado
435,ART DE LIMPIEZA,Producto no encontrado
461,ART DE LIMPIEZA,Producto no encontrado
468,ART DE LIMPIEZA,Producto no encontrado
598,ART DE LIMPIEZA,Producto no encontrado
759,ART DE LIMPIEZA,Producto no encontrado
760,ART DE LIMPIEZA,Producto no encontrado
762,ART DE LIMPIEZA,Producto no encontrado
763,ART DE LIMPIEZA,Producto no encontrado
764,ART DE LIMPIEZA,Producto no encontrado
766,ART DE LIMPIEZA,Producto no encontrado
767,ART DE LIMPIEZA,Producto no encontrado
769,ART DE LIMPIEZA,Producto no encontrado
770,ART DE LIMPIEZA,Producto no encontrado
771,ART DE LIMPIEZA,Producto no encontrado
772,ART DE LIMPIEZA,Producto no encontrado
773,ART DE LIMPIEZA,Producto no encontrado
932,ART DE LIMPIEZA,Producto no encontrado
0122,ART DE LIMPIEZA,Producto no encontrado
0491,ART DE LIMPIEZA,Producto no encontrado
1002,ART DE LIMPIEZA,Producto no encontrado
1026,ART DE LIMPIEZA,Producto no encontrado
1028,ART DE LIMPIEZA,Producto no encontrado
1046,ART DE LIMPIEZA,Producto no encontrado
1047,ART DE LIMPIEZA,Producto no encontrado
1171,ART DE LIMPIEZA,Producto no encontrado
1181,ART DE LIMPIEZA,Producto no encontrado
1191,ART DE LIMPIEZA,Producto no encontrado
1213,ART DE LIMPIEZA,Producto no encontrado
1224,ART DE LIMPIEZA,Producto no encontrado
1225,ART DE LIMPIEZA,Producto no encontrado
1261,ART DE LIMPIEZA,Producto no encontrado
1262,ART DE LIMPIEZA,Producto no encontrado
1276,ART DE LIMPIEZA,Producto no encontrado
1760,ART DE LIMPIEZA,Producto no encontrado
1762,ART DE LIMPIEZA,Producto no encontrado
1767,ART DE LIMPIEZA,Producto no encontrado
1961,ART DE LIMPIEZA,Producto no encontrado
1962,ART DE LIMPIEZA,Producto no encontrado
1963,ART DE LIMPIEZA,Producto no encontrado
1964,ART DE LIMPIEZA,Producto no encontrado
4294,ART DE LIMPIEZA,Producto no encontrado
4351,ART DE LIMPIEZA,Producto no encontrado
4680,ART DE LIMPIEZA,Producto no encontrado
4681,ART DE LIMPIEZA,Producto no encontrado
4682,ART DE LIMPIEZA,Producto no encontrado
4683,ART DE LIMPIEZA,Producto no encontrado
4684,ART DE LIMPIEZA,Producto no encontrado
4685,ART DE LIMPIEZA,Producto no encontrado
4686,ART DE LIMPIEZA,Producto no encontrado
4687,ART DE LIMPIEZA,Producto no encontrado
4688,ART DE LIMPIEZA,Producto no encontrado
4689,ART DE LIMPIEZA,Producto no encontrado
5213,ART DE LIMPIEZA,Producto no encontrado
5281,ART DE LIMPIEZA,Producto no encontrado
6301,ART DE LIMPIEZA,Producto no encontrado
6302,ART DE LIMPIEZA,Producto no encontrado
6451,ART DE LIMPIEZA,Producto no encontrado
6452,ART DE LIMPIEZA,Producto no encontrado
7610,ART DE LIMPIEZA,Producto no encontrado
7611,ART DE LIMPIEZA,Producto no encontrado
7621,ART DE LIMPIEZA,Producto no encontrado
7661,ART DE LIMPIEZA,Producto no encontrado
7690,ART DE LIMPIEZA,Producto no encontrado
7691,ART DE LIMPIEZA,Producto no encontrado
7692,ART DE LIMPIEZA,Producto no encontrado
7701,ART DE LIMPIEZA,Producto no encontrado
7702,ART DE LIMPIEZA,Producto no encontrado
7703,ART DE LIMPIEZA,Producto no encontrado
7704,ART DE LIMPIEZA,Producto no encontrado
7705,ART DE LIMPIEZA,Producto no encontrado
7706,ART DE LIMPIEZA,Producto no encontrado
7707,ART DE LIMPIEZA,Producto no encontrado
7711,ART DE LIMPIEZA,Producto no encontrado
7721,ART DE LIMPIEZA,Producto no encontrado
7722,ART DE LIMPIEZA,Producto no encontrado
7723,ART DE LIMPIEZA,Producto no encontrado
7724,ART DE LIMPIEZA,Producto no encontrado
7725,ART DE LIMPIEZA,Producto no encontrado
7726,ART DE LIMPIEZA,Producto no encontrado
7727,ART DE LIMPIEZA,Producto no encontrado
7728,ART DE LIMPIEZA,Producto no encontrado
7730,ART DE LIMPIEZA,Producto no encontrado
7732,ART DE LIMPIEZA,Producto no encontrado
8002,ART DE LIMPIEZA,Producto no encontrado
8003,ART DE LIMPIEZA,Producto no encontrado
8004,ART DE LIMPIEZA,Producto no encontrado
00002,ART DE LIMPIEZA,Producto no encontrado
10011,ART DE LIMPIEZA,Producto no encontrado
46851,ART DE LIMPIEZA,Producto no encontrado
46861,ART DE LIMPIEZA,Producto no encontrado
46881,ART DE LIMPIEZA,Producto no encontrado
,ART DE LIMPIEZA,Error regla cero: <Fault 2: 'Especifique el producto para el que debe aplicarse esta regla'>
00,Consumidor Final X,Producto no encontrado
01,Consumidor Final X,Producto no encontrado
02,Consumidor Final X,Producto no encontrado
04,Consumidor Final X,Producto no encontrado
06,Consumidor Final X,Producto no encontrado
08,Consumidor Final X,Producto no encontrado
000,Consumidor Final X,Producto no encontrado
004,Consumidor Final X,Producto no encontrado
005,Consumidor Final X,Producto no encontrado
006,Consumidor Final X,Producto no encontrado
007,Consumidor Final X,Producto no encontrado
008,Consumidor Final X,Producto no encontrado
009,Consumidor Final X,Producto no encontrado
010,Consumidor Final X,Producto no encontrado
011,Consumidor Final X,Producto no encontrado
012,Consumidor Final X,Producto no encontrado
013,Consumidor Final X,Producto no encontrado
014,Consumidor Final X,Producto no encontrado
015,Consumidor Final X,Producto no encontrado
016,Consumidor Final X,Producto no encontrado
019,Consumidor Final X,Producto no encontrado
020,Consumidor Final X,Producto no encontrado
021,Consumidor Final X,Producto no encontrado
022,Consumidor Final X,Producto no encontrado
023,Consumidor Final X,Producto no encontrado
024,Consumidor Final X,Producto no encontrado
025,Consumidor Final X,Producto no encontrado
026,Consumidor Final X,Producto no encontrado
027,Consumidor Final X,Producto no encontrado
030,Consumidor Final X,Producto no encontrado
031,Consumidor Final X,Producto no encontrado
032,Consumidor Final X,Producto no encontrado
033,Consumidor Final X,Producto no encontrado
034,Consumidor Final X,Producto no encontrado
035,Consumidor Final X,Producto no encontrado
036,Consumidor Final X,Producto no encontrado
037,Consumidor Final X,Producto no encontrado
038,Consumidor Final X,Producto no encontrado
039,Consumidor Final X,Producto no encontrado
040,Consumidor Final X,Producto no encontrado
041,Consumidor Final X,Producto no encontrado
042,Consumidor Final X,Producto no encontrado
043,Consumidor Final X,Producto no encontrado
044,Consumidor Final X,Producto no encontrado
045,Consumidor Final X,Producto no encontrado
046,Consumidor Final X,Producto no encontrado
047,Consumidor Final X,Producto no encontrado
049,Consumidor Final X,Producto no encontrado
050,Consumidor Final X,Producto no encontrado
051,Consumidor Final X,Producto no encontrado
052,Consumidor Final X,Producto no encontrado
053,Consumidor Final X,Producto no encontrado
054,Consumidor Final X,Producto no encontrado
055,Consumidor Final X,Producto no encontrado
056,Consumidor Final X,Producto no encontrado
057,Consumidor Final X,Producto no encontrado
058,Consumidor Final X,Producto no encontrado
059,Consumidor Final X,Producto no encontrado
060,Consumidor Final X,Producto no encontrado
061,Consumidor Final X,Producto no encontrado
062,Consumidor Final X,Producto no encontrado
063,Consumidor Final X,Producto no encontrado
064,Consumidor Final X,Producto no encontrado
065,Consumidor Final X,Producto no encontrado
066,Consumidor Final X,Producto no encontrado
067,Consumidor Final X,Producto no encontrado
068,Consumidor Final X,Producto no encontrado
069,Consumidor Final X,Producto no encontrado
070,Consumidor Final X,Producto no encontrado
071,Consumidor Final X,Producto no encontrado
072,Consumidor Final X,Producto no encontrado
073,Consumidor Final X,Producto no encontrado
074,Consumidor Final X,Producto no encontrado
075,Consumidor Final X,Producto no encontrado
076,Consumidor Final X,Producto no encontrado
077,Consumidor Final X,Producto no encontrado
078,Consumidor Final X,Producto no encontrado
079,Consumidor Final X,Producto no encontrado
080,Consumidor Final X,Producto no encontrado
081,Consumidor Final X,Producto no encontrado
082,Consumidor Final X,Producto no encontrado
083,Consumidor Final X,Producto no encontrado
084,Consumidor Final X,Producto no encontrado
085,Consumidor Final X,Producto no encontrado
086,Consumidor Final X,Producto no encontrado
087,Consumidor Final X,Producto no encontrado
088,Consumidor Final X,Producto no encontrado
089,Consumidor Final X,Producto no encontrado
090,Consumidor Final X,Producto no encontrado
091,Consumidor Final X,Producto no encontrado
092,Consumidor Final X,Producto no encontrado
093,Consumidor Final X,Producto no encontrado
094,Consumidor Final X,Producto no encontrado
095,Consumidor Final X,Producto no encontrado
096,Consumidor Final X,Producto no encontrado
097,Consumidor Final X,Producto no encontrado
098,Consumidor Final X,Producto no encontrado
099,Consumidor Final X,Producto no encontrado
100,Consumidor Final X,Producto no encontrado
101,Consumidor Final X,Producto no encontrado
102,Consumidor Final X,Producto no encontrado
103,Consumidor Final X,Producto no encontrado
104,Consumidor Final X,Producto no encontrado
105,Consumidor Final X,Producto no encontrado
106,Consumidor Final X,Producto no encontrado
107,Consumidor Final X,Producto no encontrado
108,Consumidor Final X,Producto no encontrado
109,Consumidor Final X,Producto no encontrado
110,Consumidor Final X,Producto no encontrado
111,Consumidor Final X,Producto no encontrado
112,Consumidor Final X,Producto no encontrado
113,Consumidor Final X,Producto no encontrado
114,Consumidor Final X,Producto no encontrado
115,Consumidor Final X,Producto no encontrado
116,Consumidor Final X,Producto no encontrado
117,Consumidor Final X,Producto no encontrado
118,Consumidor Final X,Producto no encontrado
119,Consumidor Final X,Producto no encontrado
121,Consumidor Final X,Producto no encontrado
122,Consumidor Final X,Producto no encontrado
123,Consumidor Final X,Producto no encontrado
124,Consumidor Final X,Producto no encontrado
125,Consumidor Final X,Producto no encontrado
126,Consumidor Final X,Producto no encontrado
128,Consumidor Final X,Producto no encontrado
129,Consumidor Final X,Producto no encontrado
130,Consumidor Final X,Producto no encontrado
131,Consumidor Final X,Producto no encontrado
132,Consumidor Final X,Producto no encontrado
133,Consumidor Final X,Producto no encontrado
134,Consumidor Final X,Producto no encontrado
135,Consumidor Final X,Producto no encontrado
136,Consumidor Final X,Producto no encontrado
137,Consumidor Final X,Producto no encontrado
138,Consumidor Final X,Producto no encontrado
139,Consumidor Final X,Producto no encontrado
140,Consumidor Final X,Producto no encontrado
141,Consumidor Final X,Producto no encontrado
142,Consumidor Final X,Producto no encontrado
143,Consumidor Final X,Producto no encontrado
144,Consumidor Final X,Producto no encontrado
145,Consumidor Final X,Producto no encontrado
146,Consumidor Final X,Producto no encontrado
148,Consumidor Final X,Producto no encontrado
149,Consumidor Final X,Producto no encontrado
150,Consumidor Final X,Producto no encontrado
151,Consumidor Final X,Producto no encontrado
152,Consumidor Final X,Producto no encontrado
154,Consumidor Final X,Producto no encontrado
155,Consumidor Final X,Producto no encontrado
156,Consumidor Final X,Producto no encontrado
157,Consumidor Final X,Producto no encontrado
158,Consumidor Final X,Producto no encontrado
159,Consumidor Final X,Producto no encontrado
160,Consumidor Final X,Producto no encontrado
161,Consumidor Final X,Producto no encontrado
162,Consumidor Final X,Producto no encontrado
163,Consumidor Final X,Producto no encontrado
164,Consumidor Final X,Producto no encontrado
165,Consumidor Final X,Producto no encontrado
166,Consumidor Final X,Producto no encontrado
167,Consumidor Final X,Producto no encontrado
168,Consumidor Final X,Producto no encontrado
169,Consumidor Final X,Producto no encontrado
171,Consumidor Final X,Producto no encontrado
172,Consumidor Final X,Producto no encontrado
173,Consumidor Final X,Producto no encontrado
174,Consumidor Final X,Producto no encontrado
175,Consumidor Final X,Producto no encontrado
176,Consumidor Final X,Producto no encontrado
177,Consumidor Final X,Producto no encontrado
178,Consumidor Final X,Producto no encontrado
179,Consumidor Final X,Producto no encontrado
181,Consumidor Final X,Producto no encontrado
182,Consumidor Final X,Producto no encontrado
183,Consumidor Final X,Producto no encontrado
184,Consumidor Final X,Producto no encontrado
185,Consumidor Final X,Producto no encontrado
186,Consumidor Final X,Producto no encontrado
187,Consumidor Final X,Producto no encontrado
188,Consumidor Final X,Producto no encontrado
189,Consumidor Final X,Producto no encontrado
190,Consumidor Final X,Producto no encontrado
191,Consumidor Final X,Producto no encontrado
192,Consumidor Final X,Producto no encontrado
193,Consumidor Final X,Producto no encontrado
194,Consumidor Final X,Producto no encontrado
195,Consumidor Final X,Producto no encontrado
196,Consumidor Final X,Producto no encontrado
197,Consumidor Final X,Producto no encontrado
198,Consumidor Final X,Producto no encontrado
199,Consumidor Final X,Producto no encontrado
201,Consumidor Final X,Producto no encontrado
202,Consumidor Final X,Producto no encontrado
203,Consumidor Final X,Producto no encontrado
204,Consumidor Final X,Producto no encontrado
205,Consumidor Final X,Producto no encontrado
206,Consumidor Final X,Producto no encontrado
207,Consumidor Final X,Producto no encontrado
208,Consumidor Final X,Producto no encontrado
209,Consumidor Final X,Producto no encontrado
210,Consumidor Final X,Producto no encontrado
211,Consumidor Final X,Producto no encontrado
212,Consumidor Final X,Producto no encontrado
213,Consumidor Final X,Producto no encontrado
214,Consumidor Final X,Producto no encontrado
215,Consumidor Final X,Producto no encontrado
216,Consumidor Final X,Producto no encontrado
217,Consumidor Final X,Producto no encontrado
218,Consumidor Final X,Producto no encontrado
221,Consumidor Final X,Producto no encontrado
222,Consumidor Final X,Producto no encontrado
223,Consumidor Final X,Producto no encontrado
224,Consumidor Final X,Producto no encontrado
225,Consumidor Final X,Producto no encontrado
226,Consumidor Final X,Producto no encontrado
231,Consumidor Final X,Producto no encontrado
232,Consumidor Final X,Producto no encontrado
233,Consumidor Final X,Producto no encontrado
234,Consumidor Final X,Producto no encontrado
235,Consumidor Final X,Producto no encontrado
249,Consumidor Final X,Producto no encontrado
250,Consumidor Final X,Producto no encontrado
251,Consumidor Final X,Producto no encontrado
252,Consumidor Final X,Producto no encontrado
253,Consumidor Final X,Producto no encontrado
254,Consumidor Final X,Producto no encontrado
255,Consumidor Final X,Producto no encontrado
260,Consumidor Final X,Producto no encontrado
261,Consumidor Final X,Producto no encontrado
262,Consumidor Final X,Producto no encontrado
263,Consumidor Final X,Producto no encontrado
264,Consumidor Final X,Producto no encontrado
265,Consumidor Final X,Producto no encontrado
266,Consumidor Final X,Producto no encontrado
267,Consumidor Final X,Producto no encontrado
270,Consumidor Final X,Producto no encontrado
271,Consumidor Final X,Producto no encontrado
272,Consumidor Final X,Producto no encontrado
273,Consumidor Final X,Producto no encontrado
274,Consumidor Final X,Producto no encontrado
275,Consumidor Final X,Producto no encontrado
276,Consumidor Final X,Producto no encontrado
277,Consumidor Final X,Producto no encontrado
278,Consumidor Final X,Producto no encontrado
279,Consumidor Final X,Producto no encontrado
281,Consumidor Final X,Producto no encontrado
282,Consumidor Final X,Producto no encontrado
283,Consumidor Final X,Producto no encontrado
284,Consumidor Final X,Producto no encontrado
287,Consumidor Final X,Producto no encontrado
290,Consumidor Final X,Producto no encontrado
291,Consumidor Final X,Producto no encontrado
292,Consumidor Final X,Producto no encontrado
293,Consumidor Final X,Producto no encontrado
294,Consumidor Final X,Producto no encontrado
295,Consumidor Final X,Producto no encontrado
296,Consumidor Final X,Producto no encontrado
297,Consumidor Final X,Producto no encontrado
301,Consumidor Final X,Producto no encontrado
302,Consumidor Final X,Producto no encontrado
303,Consumidor Final X,Producto no encontrado
304,Consumidor Final X,Producto no encontrado
305,Consumidor Final X,Producto no encontrado
306,Consumidor Final X,Producto no encontrado
307,Consumidor Final X,Producto no encontrado
308,Consumidor Final X,Producto no encontrado
309,Consumidor Final X,Producto no encontrado
310,Consumidor Final X,Producto no encontrado
311,Consumidor Final X,Producto no encontrado
312,Consumidor Final X,Producto no encontrado
313,Consumidor Final X,Producto no encontrado
315,Consumidor Final X,Producto no encontrado
316,Consumidor Final X,Producto no encontrado
321,Consumidor Final X,Producto no encontrado
322,Consumidor Final X,Producto no encontrado
323,Consumidor Final X,Producto no encontrado
324,Consumidor Final X,Producto no encontrado
325,Consumidor Final X,Producto no encontrado
326,Consumidor Final X,Producto no encontrado
327,Consumidor Final X,Producto no encontrado
328,Consumidor Final X,Producto no encontrado
329,Consumidor Final X,Producto no encontrado
330,Consumidor Final X,Producto no encontrado
331,Consumidor Final X,Producto no encontrado
332,Consumidor Final X,Producto no encontrado
333,Consumidor Final X,Producto no encontrado
334,Consumidor Final X,Producto no encontrado
335,Consumidor Final X,Producto no encontrado
336,Consumidor Final X,Producto no encontrado
337,Consumidor Final X,Producto no encontrado
338,Consumidor Final X,Producto no encontrado
339,Consumidor Final X,Producto no encontrado
340,Consumidor Final X,Producto no encontrado
341,Consumidor Final X,Producto no encontrado
342,Consumidor Final X,Producto no encontrado
343,Consumidor Final X,Producto no encontrado
344,Consumidor Final X,Producto no encontrado
345,Consumidor Final X,Producto no encontrado
346,Consumidor Final X,Producto no encontrado
347,Consumidor Final X,Producto no encontrado
348,Consumidor Final X,Producto no encontrado
349,Consumidor Final X,Producto no encontrado
350,Consumidor Final X,Producto no encontrado
351,Consumidor Final X,Producto no encontrado
352,Consumidor Final X,Producto no encontrado
353,Consumidor Final X,Producto no encontrado
354,Consumidor Final X,Producto no encontrado
355,Consumidor Final X,Producto no encontrado
356,Consumidor Final X,Producto no encontrado
357,Consumidor Final X,Producto no encontrado
358,Consumidor Final X,Producto no encontrado
359,Consumidor Final X,Producto no encontrado
360,Consumidor Final X,Producto no encontrado
361,Consumidor Final X,Producto no encontrado
362,Consumidor Final X,Producto no encontrado
363,Consumidor Final X,Producto no encontrado
364,Consumidor Final X,Producto no encontrado
365,Consumidor Final X,Producto no encontrado
366,Consumidor Final X,Producto no encontrado
367,Consumidor Final X,Producto no encontrado
368,Consumidor Final X,Producto no encontrado
371,Consumidor Final X,Producto no encontrado
372,Consumidor Final X,Producto no encontrado
373,Consumidor Final X,Producto no encontrado
374,Consumidor Final X,Producto no encontrado
375,Consumidor Final X,Producto no encontrado
376,Consumidor Final X,Producto no encontrado
377,Consumidor Final X,Producto no encontrado
378,Consumidor Final X,Producto no encontrado
379,Consumidor Final X,Producto no encontrado
380,Consumidor Final X,Producto no encontrado
381,Consumidor Final X,Producto no encontrado
386,Consumidor Final X,Producto no encontrado
387,Consumidor Final X,Producto no encontrado
388,Consumidor Final X,Producto no encontrado
401,Consumidor Final X,Producto no encontrado
402,Consumidor Final X,Producto no encontrado
403,Consumidor Final X,Producto no encontrado
404,Consumidor Final X,Producto no encontrado
405,Consumidor Final X,Producto no encontrado
406,Consumidor Final X,Producto no encontrado
407,Consumidor Final X,Producto no encontrado
408,Consumidor Final X,Producto no encontrado
409,Consumidor Final X,Producto no encontrado
410,Consumidor Final X,Producto no encontrado
411,Consumidor Final X,Producto no encontrado
412,Consumidor Final X,Producto no encontrado
413,Consumidor Final X,Producto no encontrado
414,Consumidor Final X,Producto no encontrado
415,Consumidor Final X,Producto no encontrado
416,Consumidor Final X,Producto no encontrado
417,Consumidor Final X,Producto no encontrado
418,Consumidor Final X,Producto no encontrado
419,Consumidor Final X,Producto no encontrado
420,Consumidor Final X,Producto no encontrado
421,Consumidor Final X,Producto no encontrado
422,Consumidor Final X,Producto no encontrado
423,Consumidor Final X,Producto no encontrado
424,Consumidor Final X,Producto no encontrado
425,Consumidor Final X,Producto no encontrado
426,Consumidor Final X,Producto no encontrado
427,Consumidor Final X,Producto no encontrado
428,Consumidor Final X,Producto no encontrado
429,Consumidor Final X,Producto no encontrado
430,Consumidor Final X,Producto no encontrado
431,Consumidor Final X,Producto no encontrado
432,Consumidor Final X,Producto no encontrado
433,Consumidor Final X,Producto no encontrado
434,Consumidor Final X,Producto no encontrado
435,Consumidor Final X,Producto no encontrado
442,Consumidor Final X,Producto no encontrado
443,Consumidor Final X,Producto no encontrado
444,Consumidor Final X,Producto no encontrado
445,Consumidor Final X,Producto no encontrado
450,Consumidor Final X,Producto no encontrado
451,Consumidor Final X,Producto no encontrado
452,Consumidor Final X,Producto no encontrado
453,Consumidor Final X,Producto no encontrado
454,Consumidor Final X,Producto no encontrado
455,Consumidor Final X,Producto no encontrado
456,Consumidor Final X,Producto no encontrado
457,Consumidor Final X,Producto no encontrado
458,Consumidor Final X,Producto no encontrado
459,Consumidor Final X,Producto no encontrado
461,Consumidor Final X,Producto no encontrado
468,Consumidor Final X,Producto no encontrado
469,Consumidor Final X,Producto no encontrado
470,Consumidor Final X,Producto no encontrado
471,Consumidor Final X,Producto no encontrado
472,Consumidor Final X,Producto no encontrado
473,Consumidor Final X,Producto no encontrado
474,Consumidor Final X,Producto no encontrado
475,Consumidor Final X,Producto no encontrado
477,Consumidor Final X,Producto no encontrado
478,Consumidor Final X,Producto no encontrado
479,Consumidor Final X,Producto no encontrado
480,Consumidor Final X,Producto no encontrado
481,Consumidor Final X,Producto no encontrado
482,Consumidor Final X,Producto no encontrado
483,Consumidor Final X,Producto no encontrado
484,Consumidor Final X,Producto no encontrado
485,Consumidor Final X,Producto no encontrado
486,Consumidor Final X,Producto no encontrado
487,Consumidor Final X,Producto no encontrado
488,Consumidor Final X,Producto no encontrado
489,Consumidor Final X,Producto no encontrado
490,Consumidor Final X,Producto no encontrado
491,Consumidor Final X,Producto no encontrado
492,Consumidor Final X,Producto no encontrado
495,Consumidor Final X,Producto no encontrado
496,Consumidor Final X,Producto no encontrado
497,Consumidor Final X,Producto no encontrado
498,Consumidor Final X,Producto no encontrado
499,Consumidor Final X,Producto no encontrado
502,Consumidor Final X,Producto no encontrado
503,Consumidor Final X,Producto no encontrado
504,Consumidor Final X,Producto no encontrado
505,Consumidor Final X,Producto no encontrado
506,Consumidor Final X,Producto no encontrado
507,Consumidor Final X,Producto no encontrado
508,Consumidor Final X,Producto no encontrado
509,Consumidor Final X,Producto no encontrado
510,Consumidor Final X,Producto no encontrado
512,Consumidor Final X,Producto no encontrado
513,Consumidor Final X,Producto no encontrado
523,Consumidor Final X,Producto no encontrado
524,Consumidor Final X,Producto no encontrado
525,Consumidor Final X,Producto no encontrado
526,Consumidor Final X,Producto no encontrado
527,Consumidor Final X,Producto no encontrado
528,Consumidor Final X,Producto no encontrado
530,Consumidor Final X,Producto no encontrado
531,Consumidor Final X,Producto no encontrado
532,Consumidor Final X,Producto no encontrado
533,Consumidor Final X,Producto no encontrado
534,Consumidor Final X,Producto no encontrado
535,Consumidor Final X,Producto no encontrado
536,Consumidor Final X,Producto no encontrado
537,Consumidor Final X,Producto no encontrado
538,Consumidor Final X,Producto no encontrado
544,Consumidor Final X,Producto no encontrado
550,Consumidor Final X,Producto no encontrado
551,Consumidor Final X,Producto no encontrado
552,Consumidor Final X,Producto no encontrado
553,Consumidor Final X,Producto no encontrado
554,Consumidor Final X,Producto no encontrado
555,Consumidor Final X,Producto no encontrado
556,Consumidor Final X,Producto no encontrado
557,Consumidor Final X,Producto no encontrado
558,Consumidor Final X,Producto no encontrado
559,Consumidor Final X,Producto no encontrado
560,Consumidor Final X,Producto no encontrado
561,Consumidor Final X,Producto no encontrado
562,Consumidor Final X,Producto no encontrado
563,Consumidor Final X,Producto no encontrado
564,Consumidor Final X,Producto no encontrado
565,Consumidor Final X,Producto no encontrado
566,Consumidor Final X,Producto no encontrado
567,Consumidor Final X,Producto no encontrado
568,Consumidor Final X,Producto no encontrado
569,Consumidor Final X,Producto no encontrado
571,Consumidor Final X,Producto no encontrado
572,Consumidor Final X,Producto no encontrado
573,Consumidor Final X,Producto no encontrado
574,Consumidor Final X,Producto no encontrado
575,Consumidor Final X,Producto no encontrado
576,Consumidor Final X,Producto no encontrado
579,Consumidor Final X,Producto no encontrado
580,Consumidor Final X,Producto no encontrado
581,Consumidor Final X,Producto no encontrado
582,Consumidor Final X,Producto no encontrado
583,Consumidor Final X,Producto no encontrado
584,Consumidor Final X,Producto no encontrado
585,Consumidor Final X,Producto no encontrado
586,Consumidor Final X,Producto no encontrado
